fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,quality
5.7,0.25,0.27,11.5,0.04,24,6
6.8,0.27,0.28,7.8,0.038,26,6
5.9,0.26,0.24,2.4,0.046,27,5
5.9,0.65,0.23,5,0.035,20,6
7.4,0.31,0.26,8.6,0.048,47,5
6.6,0.23,0.32,1.5,0.041,8,6
6.8,0.18,0.35,5.4,0.054,53,7
6.8,0.28,0.29,11.9,0.052,51,6
6.8,0.28,0.29,11.9,0.052,51,6
5.9,0.27,0.27,9,0.051,43,6
6.1,0.25,0.28,10,0.055,56,6
6.8,0.28,0.29,11.9,0.052,51,6
6.8,0.26,0.29,11.9,0.052,54,6
7.1,0.13,0.29,15.5,0.064,56,7
6.8,0.18,0.35,5.4,0.054,53,7
6.2,0.2,0.25,15,0.055,8,6
5.8,0.24,0.28,1.4,0.038,40,7
7.6,0.48,0.31,9.4,0.046,6,5
7.4,0.26,0.32,3.7,0.032,29,6
6.2,0.2,0.25,15,0.055,8,6
6.1,0.3,0.47,1.4,0.049,50,5
6.2,0.32,0.5,6.5,0.048,61,5
6.1,0.3,0.47,1.4,0.049,50,5
6.3,0.34,0.52,6.3,0.047,63,5
7.4,0.16,0.3,13.7,0.056,33,7
7.4,0.16,0.3,13.7,0.056,33,7
7.4,0.16,0.3,13.7,0.056,33,7
7.4,0.16,0.3,13.7,0.056,33,7
7.4,0.16,0.3,13.7,0.056,33,7
7.4,0.16,0.3,13.7,0.056,33,7
7.2,0.26,0.38,1.5,0.061,12,5
7,0.31,0.35,1.6,0.063,13,5
6.6,0.22,0.35,1.4,0.05,23,7
5.8,0.23,0.31,3.5,0.044,35,7
6.3,0.17,0.32,1,0.04,39,8
6,0.19,0.26,1.4,0.039,30,6
6.7,0.21,0.34,1.5,0.035,45,7
7.4,0.16,0.3,13.7,0.056,33,7
6.6,0.22,0.37,1.6,0.04,31,5
6.8,0.34,0.27,5.2,0.06,14,6
7.1,0.34,0.86,1.4,0.174,36,5
6.3,0.24,0.22,11.9,0.05,65,6
6.9,0.35,0.39,2.4,0.048,25,7
6.8,0.24,0.33,3.2,0.049,68,6
6.4,0.25,0.33,1.7,0.037,35,6
5.8,0.19,0.33,4.2,0.038,49,7
6.9,0.24,0.4,15.4,0.052,81,5
6.5,0.31,0.61,13,0.053,31,6
6.6,0.25,0.32,5.6,0.039,15,6
7.5,0.38,0.56,9.7,0.055,15,6
6.2,0.3,0.3,2.5,0.041,29,7
6.4,0.33,0.28,4,0.04,24,7
6.9,0.24,0.4,15.4,0.052,81,5
7.6,0.27,0.32,1.2,0.043,23,5
5.9,0.24,0.34,2,0.037,40,6
5.3,0.33,0.3,1.2,0.048,25,6
6.4,0.21,0.21,5.1,0.097,21,5
7,0.22,0.3,1.4,0.04,14,6
7.8,0.27,0.35,1.2,0.05,36,5
6.7,0.2,0.24,6.5,0.044,28,6
8.1,0.27,0.33,1.3,0.045,26,6
6.7,0.2,0.24,6.5,0.044,28,6
7.1,0.45,0.24,2.7,0.04,24,8
5.8,0.22,0.29,1.3,0.036,25,6
6.3,0.3,0.48,7.4,0.053,34,5
7.9,0.36,0.53,12.9,0.049,63,5
8.1,0.27,0.33,1.3,0.045,26,6
8,0.24,0.33,1.2,0.044,28,6
6.7,0.41,0.27,2.6,0.033,25,6
6.7,0.24,0.31,2.3,0.044,37,6
6.2,0.3,0.32,1.3,0.054,27,5
6.9,0.26,0.38,10.5,0.044,33,6
6.7,0.41,0.27,2.6,0.033,25,6
5.9,0.32,0.2,14.4,0.05,29,6
6.1,0.25,0.3,1.2,0.036,42,7
5.6,0.23,0.29,3.1,0.023,19,6
6.6,0.23,0.32,1.7,0.024,26,6
6,0.17,0.21,6,0.05,26,6
7.1,0.38,0.42,11.8,0.041,32,6
6.6,0.31,0.37,6.2,0.052,13,4
6.5,0.38,0.53,1.4,0.142,5,4
7,0.44,0.24,12.1,0.056,68,5
7,0.44,0.24,12.1,0.056,68,5
7,0.44,0.24,12.1,0.056,68,5
6.1,0.38,0.14,3.9,0.06,27,4
8,0.33,0.32,4.6,0.041,31,6
7,0.44,0.24,12.1,0.056,68,5
6,0.19,0.29,1.2,0.046,29,6
6.3,0.28,0.34,8.1,0.038,44,6
6.1,0.38,0.14,3.9,0.06,27,4
5.3,0.43,0.11,1.1,0.029,6,4
5.4,0.22,0.35,6.5,0.029,26,7
6.2,0.345,0.27,10.1,0.056,38,5
5.6,0.255,0.57,10.7,0.056,66,7
5.2,0.2,0.27,3.2,0.047,16,7
6.2,0.29,0.23,12.4,0.048,33,6
6.3,0.26,0.25,5.2,0.046,11,6
6,0.22,0.23,5,0.045,10,6
7.5,0.35,0.37,2.5,0.066,29,6
6.6,0.39,0.28,9.2,0.036,10,6
6.3,0.23,0.33,6.9,0.052,23,6
6.3,0.22,0.3,2,0.05,23,6
6.4,0.29,0.18,15,0.04,21,5
6.4,0.29,0.18,15,0.04,21,5
7.5,0.23,0.3,1.2,0.03,27,5
6.4,0.29,0.18,15,0.04,21,5
5.7,0.28,0.36,1.8,0.041,38,7
6.5,0.26,0.24,10.8,0.042,47,6
6.4,0.27,0.29,3.9,0.034,62,6
5.9,0.22,0.29,4.2,0.037,69,7
6.8,0.26,0.26,2,0.019,23.5,6
7.6,0.36,0.48,13.5,0.038,44,5
7.6,0.35,0.47,13.3,0.037,42,5
5.7,0.18,0.26,2.2,0.023,21,6
6.6,0.36,0.47,1.4,0.145,26,6
5.9,0.14,0.2,1.6,0.04,26,6
5.5,0.23,0.19,2.2,0.044,39,6
6.7,0.11,0.26,14.8,0.053,44,6
7,0.24,0.24,1.8,0.047,29,6
6.7,0.11,0.26,14.8,0.053,44,6
5.3,0.47,0.1,1.3,0.036,11,4
7.5,0.29,0.24,9.9,0.058,25,5
6,0.33,0.26,5.1,0.051,16,5
6,0.33,0.26,5.1,0.051,16,5
5.8,0.32,0.23,1.5,0.033,39,5
5.8,0.3,0.23,1.5,0.034,37,6
3.8,0.31,0.02,11.1,0.036,20,6
6.2,0.36,0.22,5.25,0.038,44,6
6,0.31,0.27,2.3,0.042,19,7
6.9,0.52,0.54,7.9,0.036,23,6
7,0.55,0.05,8,0.036,19,6
5.8,0.2,0.16,1.4,0.042,44,6
6.2,0.36,0.22,5.25,0.038,44,6
6,0.31,0.27,2.3,0.042,19,7
6,0.29,0.27,2.3,0.044,20,7
5.7,0.22,0.29,3.5,0.04,27,6
7.1,0.46,0.23,13.7,0.045,44,5
6.6,0.21,0.3,9.9,0.041,64,6
6.9,0.42,0.2,15.4,0.043,57,5
5.7,0.22,0.2,16,0.044,41,6
5.7,0.22,0.2,16,0.044,41,6
5.7,0.22,0.2,16,0.044,41,6
5.7,0.22,0.2,16,0.044,41,6
5.2,0.31,0.2,2.4,0.027,27,7
7.2,0.22,0.35,5.5,0.054,37,5
5.6,0.18,0.29,2.3,0.04,5,4
6.2,0.24,0.27,16.8,0.04,48,6
5.7,0.22,0.2,16,0.044,41,6
5.7,0.26,0.24,17.8,0.059,23,5
5.7,0.26,0.24,17.8,0.059,23,5
6,0.2,0.26,6.8,0.049,22,6
6,0.2,0.26,6.8,0.049,22,6
6,0.2,0.26,6.8,0.049,22,6
6,0.2,0.26,6.8,0.049,22,6
7.6,0.28,0.17,1.6,0.046,28,5
7,0.2,0.33,4.7,0.03,25,6
6.6,0.26,0.27,11.8,0.048,28,6
5.7,0.26,0.24,17.8,0.059,23,5
7.2,0.21,0.36,15.7,0.045,68,5
6.9,0.22,0.32,5.8,0.041,20,6
7.2,0.21,0.36,15.7,0.045,68,5
7.4,0.22,0.28,9,0.046,22,5
7.2,0.21,0.36,15.7,0.045,68,5
6.9,0.22,0.32,5.8,0.041,20,6
7,0.2,0.35,8.8,0.037,31,6
5.6,0.26,0,10.2,0.038,13,6
6.3,0.28,0.3,6.6,0.208,60,6
6.4,0.29,0.3,6.5,0.209,62,5
7.2,0.34,0.23,8.9,0.105,22,5
7.1,0.39,0.39,11.1,0.034,25,6
6.9,0.26,0.29,4.2,0.043,33,6
6.1,0.24,0.25,1.6,0.044,24,6
5.9,0.25,0.24,7.4,0.044,21,6
6.1,0.24,0.27,11.5,0.05,51,6
6.5,0.22,0.27,1.6,0.039,36,7
6.2,0.26,0.29,2,0.036,16,6
6.6,0.34,0.25,4.8,0.038,16,6
5.6,0.225,0.24,9.8,0.054,59,6
7.1,0.23,0.28,1.9,0.046,33,5
6.9,0.26,0.29,4.2,0.043,33,6
6.4,0.27,0.3,1.6,0.04,19,6
6.3,0.41,0.22,7.3,0.035,23,7
6.7,0.41,0.24,5.4,0.035,33,7
7.2,0.585,0.2,10.4,0.086,17,5
6.7,0.34,0.26,1.9,0.038,58,7
6.3,0.41,0.22,7.3,0.035,23,7
6.7,0.41,0.24,5.4,0.035,33,7
6.4,0.26,0.35,7.7,0.056,45,5
6.3,0.28,0.22,11.5,0.036,27,6
7.4,0.16,0.33,1.2,0.042,47,7
8.4,0.27,0.3,2.2,0.037,36,6
5.9,0.2,0.28,1,0.043,45,6
6.4,0.24,0.26,8.2,0.054,47,5
7.4,0.38,0.34,8.3,0.052,44,5
6.4,0.24,0.26,8.2,0.054,47,5
6.4,0.42,0.19,9.3,0.043,28,5
6.4,0.23,0.26,8.1,0.054,47,5
6.4,0.24,0.26,8.2,0.054,47,5
7.4,0.38,0.34,8.3,0.052,44,5
7.3,0.19,0.27,13.9,0.057,45,8
7.3,0.19,0.27,13.9,0.057,45,8
7.3,0.19,0.27,13.9,0.057,45,8
7.3,0.19,0.27,13.9,0.057,45,8
7.3,0.19,0.27,13.9,0.057,45,8
7.3,0.19,0.27,13.9,0.057,45,8
7.3,0.19,0.27,13.9,0.057,45,8
6.8,0.24,0.29,2,0.044,15,8
7.3,0.19,0.27,13.9,0.057,45,8
7.4,0.27,0.52,15.7,0.054,36,6
5.7,0.28,0.35,1.2,0.052,39,6
5.8,0.22,0.25,1.5,0.024,21,6
6.7,0.27,0.69,1.2,0.176,36,6
7.1,0.2,0.35,3.2,0.034,21,6
6.7,0.27,0.69,1.2,0.176,36,6
7.1,0.23,0.3,2.6,0.034,62,7
7.6,0.31,0.52,13.2,0.042,61,6
7.2,0.34,0.28,10.4,0.108,43,5
7,0.36,0.25,5.7,0.015,14,6
6.4,0.31,0.28,2.5,0.039,34,6
7.3,0.28,0.35,1.6,0.054,31,5
7.4,0.16,0.3,1.4,0.064,34,6
6.4,0.31,0.27,7.4,0.049,48,6
6.4,0.31,0.28,2.5,0.039,34,6
6.2,0.29,0.29,5.6,0.046,35,5
5.9,0.28,0.34,3.6,0.04,50,6
6.5,0.23,0.2,7.5,0.05,44,5
7.2,0.34,0.2,5.8,0.062,52,6
7.3,0.28,0.35,1.6,0.054,31,5
6.5,0.2,0.33,1.5,0.039,36,6
6.2,0.24,0.27,2.9,0.039,30,6
7.1,0.31,0.25,11.2,0.048,32,5
6.4,0.29,0.21,9.65,0.041,36,6
6.3,0.19,0.33,10.1,0.063,63,5
5.9,0.29,0.28,3.2,0.035,16,6
7.1,0.31,0.25,11.2,0.048,32,5
6.5,0.3,0.28,11.45,0.041,29,6
6.4,0.29,0.21,9.65,0.041,36,6
6.5,0.22,0.19,4.5,0.096,16,5
7,0.23,0.28,2.7,0.053,16,5
7.1,0.23,0.23,3.5,0.038,23,6
6.1,0.26,0.28,1.7,0.043,24,6
6.4,0.35,0.21,2.1,0.051,46,5
6,0.32,0.32,4.8,0.041,40,6
6.1,0.34,0.21,5,0.042,17,5
6.5,0.13,0.27,2.6,0.035,32,6
6.5,0.315,0.2,6.6,0.041,9,5
6.1,0.34,0.21,5,0.042,17,5
5.7,0.31,0.29,7.3,0.05,33,6
6.4,0.3,0.27,5,0.058,27,6
7,0.24,0.26,1.7,0.041,31,6
6.5,0.13,0.27,2.6,0.035,32,6
6.4,0.26,0.21,8.2,0.05,51,5
6.4,0.26,0.21,8.2,0.05,51,5
6,0.27,0.31,5,0.043,54,6
7.1,0.21,0.33,1.2,0.039,34,6
6.7,0.26,0.29,7.1,0.036,28,6
6.3,0.28,0.22,9.5,0.04,30,4
6.2,0.25,0.44,15.8,0.057,39,5
7.3,0.22,0.37,15.5,0.048,70,5
6.2,0.25,0.44,15.8,0.057,39,5
6.4,0.18,0.28,17.05,0.047,53,6
6.3,0.2,0.26,12.7,0.046,60,6
6.6,0.24,0.22,12.3,0.051,35,5
7.4,0.27,0.26,11.8,0.053,55,5
7.4,0.27,0.26,11.8,0.053,55,5
7.4,0.27,0.26,11.8,0.053,55,5
6.6,0.24,0.22,12.3,0.051,35,5
7.4,0.27,0.26,11.8,0.053,55,5
7.1,0.38,0.29,13.6,0.041,30,6
6.8,0.43,0.26,5.2,0.043,40,6
5.2,0.22,0.46,6.2,0.066,41,5
5.9,0.29,0.16,7.9,0.044,48,5
5.9,0.29,0.16,7.9,0.044,48,5
6.3,0.29,0.29,3.3,0.037,32,7
6.3,0.19,0.32,2.8,0.046,18,6
5.7,0.29,0.16,7.9,0.044,48,5
6.3,0.29,0.29,3.3,0.037,32,7
5.7,0.24,0.47,6.3,0.069,35,5
5.8,0.3,0.38,4.9,0.039,22,7
7.1,0.27,0.27,10.4,0.041,26,7
5.8,0.3,0.38,4.9,0.039,22,7
7.1,0.27,0.27,10.4,0.041,26,7
6.3,0.305,0.22,16,0.061,26,5
5.7,0.24,0.47,6.3,0.069,35,5
6.2,0.22,0.28,2.2,0.04,24,6
6.6,0.22,0.23,17.3,0.047,37,6
6.6,0.22,0.23,17.3,0.047,37,6
6.6,0.22,0.23,17.3,0.047,37,6
6.6,0.22,0.23,17.3,0.047,37,6
6.2,0.22,0.28,2.2,0.04,24,6
6.2,0.22,0.28,2.2,0.04,24,6
6.6,0.22,0.23,17.3,0.047,37,6
6.1,0.22,0.5,6.6,0.045,30,6
6.2,0.21,0.52,6.5,0.047,28,6
6.3,0.32,0.26,12.3,0.044,24,5
6.9,0.44,0.27,5,0.038,33,6
6.1,0.31,0.34,2.8,0.042,59.5,6
8.1,0.36,0.59,13.6,0.051,60,5
6.6,0.38,0.28,2.8,0.043,17,6
6.7,0.24,0.26,5.4,0.03,15,6
6.9,0.56,0.26,10.9,0.06,55,5
7.2,0.24,0.24,1.7,0.045,18,6
6.5,0.29,0.3,9.15,0.051,25,6
6.7,0.28,0.28,4.5,0.051,14,6
6.5,0.29,0.3,9.15,0.051,25,6
6.1,0.21,0.19,1.4,0.046,51,5
7.2,0.47,0.16,5.9,0.048,14,5
6.7,0.34,0.31,16.4,0.051,20,5
6.6,0.27,0.25,1.2,0.033,36,6
6.7,0.34,0.31,16.4,0.051,20,5
7.2,0.47,0.16,5.9,0.048,14,5
5,0.35,0.25,7.8,0.031,24,6
5,0.35,0.25,7.8,0.031,24,6
4.4,0.46,0.1,2.8,0.024,31,6
6.6,0.38,0.29,2.9,0.035,15,6
7.3,0.3,0.25,2.5,0.045,32,5
6.4,0.28,0.22,12.8,0.039,51,6
6.9,0.29,0.25,12.2,0.04,29,6
6.3,0.3,0.19,7.7,0.049,47,5
6.3,0.39,0.22,2.8,0.048,53,5
6.6,0.38,0.29,2.9,0.035,15,6
6.6,0.18,0.26,17.3,0.051,17,6
6,0.28,0.29,19.3,0.051,36,5
6,0.28,0.29,19.3,0.051,36,5
6,0.28,0.29,19.3,0.051,36,5
6.6,0.35,0.26,2.7,0.045,19,7
5.9,0.22,0.18,6.4,0.041,28,5
6.6,0.18,0.26,17.3,0.051,17,6
7.7,0.28,0.24,2.4,0.044,29,6
7.1,0.42,0.2,2.8,0.038,28,6
6.7,0.32,0.32,1.7,0.031,31,6
6.6,0.26,0.56,15.4,0.053,32,5
6.6,0.26,0.56,15.4,0.053,32,5
6.2,0.32,0.24,4.1,0.051,34,5
6.3,0.25,0.27,6.6,0.054,40,5
6.2,0.21,0.24,1.2,0.051,31,6
6.4,0.23,0.27,2.1,0.042,35,6
4.7,0.145,0.29,1,0.042,35,6
6.2,0.2,0.28,1.1,0.039,24,6
7,0.28,0.28,1.4,0.039,12,5
7.1,0.36,0.2,1.6,0.271,24,5
5.7,0.25,0.22,9.8,0.049,50,6
5.7,0.22,0.33,1.9,0.036,37,6
6,0.2,0.38,1.3,0.034,37,6
6.4,0.32,0.26,7.9,0.05,53,5
6.4,0.32,0.26,7.9,0.05,53,5
6,0.555,0.26,4.5,0.053,17,5
5.9,0.22,0.45,22.6,0.12,55,5
6.4,0.32,0.26,7.9,0.05,53,5
6.2,0.3,0.33,3.5,0.037,37,6
5.8,0.28,0.18,1.2,0.058,7,4
5.8,0.555,0.26,4.5,0.053,17,5
6.7,0.31,0.33,2,0.033,12,6
6.4,0.15,0.25,7.8,0.05,13,6
6.4,0.13,0.28,0.9,0.045,32,6
6.7,0.48,0.49,2.9,0.03,28,6
6.7,0.48,0.49,2.9,0.03,28,6
5.8,0.3,0.33,3.5,0.033,25,6
6.1,0.28,0.23,4.2,0.038,13,6
6,0.19,0.37,9.7,0.032,17,6
6.8,0.31,0.25,10.5,0.043,30,6
7.5,0.24,0.29,1.1,0.046,34,6
6.8,0.23,0.39,16.1,0.053,71,6
7.5,0.24,0.29,1.1,0.046,34,6
6.3,0.29,0.3,8.1,0.212,60,5
6.8,0.2,0.25,6.2,0.052,22,5
5.2,0.38,0.26,7.7,0.053,20,6
7.8,0.27,0.33,2.4,0.053,36,6
6.6,0.54,0.21,16.3,0.055,41,6
7.1,0.25,0.31,2.3,0.05,32,6
5.8,0.61,0.01,8.4,0.041,31,7
6.5,0.32,0.23,8.5,0.051,20,5
6.4,0.28,0.23,6,0.051,50,5
6.6,0.19,0.28,1.1,0.044,38,6
5.1,0.305,0.13,1.75,0.036,17,5
5.8,0.26,0.3,2.6,0.034,75,4
6.7,0.23,0.17,1.3,0.061,14,5
6.8,0.33,0.3,2.1,0.047,35,6
6.1,0.27,0.32,1.1,0.034,24,6
6.1,0.27,0.32,1.1,0.034,24,6
6.8,0.4,0.29,2.8,0.044,27,6
6.1,0.4,0.18,9,0.051,28.5,5
7.1,0.28,0.26,2.8,0.039,50,6
6.2,0.32,0.32,2.2,0.036,15,6
6.8,0.17,0.17,5.1,0.049,26,6
9,0.2,0.33,3.5,0.049,10,6
5.8,0.13,0.22,12.7,0.058,24,6
5.8,0.31,0.31,7.5,0.052,55,5
6.3,0.36,0.2,2,0.048,48,5
9,0.2,0.33,3.5,0.049,10,6
6.7,0.18,0.25,14.3,0.048,79,5
6.6,0.16,0.25,9.8,0.049,59.5,6
5.8,0.13,0.22,12.7,0.058,24,6
5.8,0.27,0.22,12.7,0.058,42,6
6.8,0.17,0.17,5.1,0.049,26,6
6.4,0.37,0.19,3.5,0.068,18,6
7.3,0.26,0.53,12.7,0.047,60.5,6
7.3,0.28,0.54,12.9,0.049,62,6
7.3,0.28,0.54,12.9,0.049,62,6
5.8,0.12,0.21,1.3,0.056,35,6
6.1,0.25,0.18,10.5,0.049,41,5
6.4,0.24,0.27,1.5,0.04,35,6
7.3,0.26,0.53,12.7,0.047,60.5,6
7.3,0.28,0.54,12.9,0.049,62,6
8.3,0.18,0.37,1.2,0.049,6,5
7.1,0.09,0.3,6.2,0.032,24,6
8.3,0.14,0.36,8.8,0.026,13,5
5.8,0.28,0.3,3.9,0.026,36,6
6,0.23,0.34,1.3,0.025,23,6
6.9,0.28,0.37,9.1,0.037,16,5
6.9,0.28,0.37,9.1,0.037,16,5
5.8,0.28,0.3,3.9,0.026,36,6
6.3,0.25,0.53,1.8,0.021,41,6
6.5,0.2,0.31,2.1,0.033,32,6
5.9,0.29,0.32,1.4,0.022,17,6
6.4,0.46,0.22,14.7,0.047,51,5
6.9,0.28,0.37,9.1,0.037,16,5
6.8,0.23,0.33,1.9,0.047,20,6
7,0.23,0.32,1.8,0.048,25,6
6.4,0.55,0.26,9.6,0.027,20,6
5.7,0.28,0.3,3.9,0.026,36,6
6,0.23,0.34,1.3,0.025,23,6
6.8,0.45,0.3,11.8,0.094,23,5
6.1,0.2,0.4,1.9,0.028,32,5
6.1,0.37,0.46,12,0.042,61,6
5.9,0.21,0.23,7.9,0.033,22,6
6.9,0.22,0.32,9.3,0.04,22,7
5.4,0.27,0.22,4.6,0.022,29,6
6,0.26,0.26,2.2,0.035,10,6
5.6,0.18,0.3,10.2,0.028,28,7
5.6,0.26,0.27,10.6,0.03,27,7
7,0.23,0.35,1.4,0.036,31,7
5.8,0.28,0.66,9.1,0.039,26,5
8.6,0.36,0.26,11.1,0.03,43.5,5
5.8,0.28,0.66,9.1,0.039,26,5
6.4,0.3,0.27,4.4,0.055,17,6
6.2,0.2,0.32,2.8,0.05,17,6
5.8,0.29,0.15,1.1,0.029,12,6
5.7,0.22,0.28,1.3,0.027,26,7
5.6,0.22,0.32,1.2,0.024,29,7
6.8,0.32,0.23,3.3,0.026,31,6
6.2,0.2,0.26,9.7,0.03,39,7
6.1,0.35,0.24,2.3,0.034,25,7
5.9,0.3,0.29,1.1,0.036,23,5
6.3,0.15,0.34,11.4,0.05,25,6
4.8,0.13,0.32,1.2,0.042,40,7
6,0.2,0.26,14.7,0.045,53,6
5.7,0.2,0.24,13.8,0.047,44,6
6,0.27,0.26,1.3,0.038,32,6
6.3,0.37,0.51,6.3,0.048,35,6
6.4,0.23,0.37,7.9,0.05,60,6
5.9,0.34,0.25,2,0.042,12,6
5,0.33,0.23,11.8,0.03,23,6
5.4,0.29,0.38,1.2,0.029,31,6
8,0.33,0.35,10,0.035,22,6
6.4,0.3,0.33,5.2,0.05,30,5
5.4,0.29,0.38,1.2,0.029,31,6
6.4,0.33,0.3,7.2,0.041,42,6
7,0.33,0.78,9.9,0.042,21,6
6.7,0.45,0.3,5.3,0.036,27,6
6.5,0.36,0.31,13.55,0.053,20,6
5.8,0.42,0.3,2.2,0.035,26,6
7.1,0.39,0.3,9.9,0.037,29,6
6.7,0.53,0.29,4.3,0.069,20,6
6.7,0.66,0,13,0.033,32,6
6.5,0.36,0.31,13.55,0.053,20,6
6.5,0.16,0.33,1,0.027,23,7
8.3,0.22,0.34,1.1,0.043,20,6
6.9,0.23,0.35,6.9,0.03,45,6
6.4,0.17,0.34,13.4,0.044,45,6
5,0.33,0.18,4.6,0.032,40,6
6.8,0.38,0.29,9.9,0.037,40,6
6.5,0.29,0.32,3,0.036,38,6
6.9,0.29,0.32,5.8,0.04,16,5
6.6,0.28,0.3,12.9,0.033,31,6
6.2,0.36,0.27,3.2,0.032,13,7
6,0.615,0.04,0.8,0.032,8,4
5.9,0.44,0.36,2.5,0.03,12,6
5.9,0.42,0.36,2.4,0.034,19,5
5.8,0.34,0.21,7.2,0.041,48,5
5.8,0.27,0.2,7.3,0.04,42,5
7.1,0.33,0.18,6.3,0.094,27,5
6.1,0.44,0.28,4.25,0.032,43,7
7.3,0.28,0.37,1.2,0.039,26,5
5.2,0.5,0.18,2,0.036,23,7
6.1,0.44,0.28,4.25,0.032,43,7
6.4,0.62,0.12,4.7,0.06,33,5
6.4,0.38,0.19,4.5,0.038,36,6
7.5,0.305,0.38,1.4,0.047,30,7
6.5,0.5,0.22,4.1,0.036,35,7
6.6,0.4,0.3,5.3,0.038,20,6
6.4,0.4,0.25,4.2,0.032,15,6
8.3,0.49,0.23,6.65,0.034,6,5
6.3,0.3,0.91,8.2,0.034,50,6
6.1,0.19,0.37,2.6,0.041,24,6
6.1,0.19,0.37,2.6,0.041,24,6
5.6,0.24,0.34,2,0.041,14,7
5.7,0.25,0.32,12.2,0.041,43,7
6.6,0.21,0.39,2.3,0.041,31,7
6.3,0.3,0.91,8.2,0.034,50,6
6.2,0.28,0.41,5,0.043,50,6
5.8,0.29,0.38,10.7,0.038,49,6
5.8,0.345,0.15,10.8,0.033,26,6
6.5,0.51,0.25,1.7,0.048,39,5
6,0.24,0.41,1.3,0.036,42,6
6.5,0.51,0.25,1.7,0.048,39,5
6.9,0.54,0.26,12.7,0.049,59,6
6,0.24,0.41,1.3,0.036,42,6
6.6,0.26,0.36,1.2,0.035,43,6
5.7,0.24,0.3,1.3,0.03,25,7
6.5,0.21,0.35,5.7,0.043,47,6
6.8,0.29,0.22,3.4,0.035,40,6
5,0.24,0.34,1.1,0.034,49,7
5.9,0.18,0.28,1,0.037,24,7
5.8,0.26,0.29,1,0.042,35,7
6.7,0.61,0.21,1.65,0.117,40,5
5.7,0.695,0.06,6.8,0.042,9,5
5.6,0.695,0.06,6.8,0.042,9,5
5.7,0.39,0.25,4.9,0.033,49,7
6.1,0.38,0.47,1.4,0.051,59,5
6.3,0.36,0.28,2.5,0.035,18,7
6,0.29,0.41,10.8,0.048,55,7
6,0.29,0.41,10.8,0.048,55,7
6,0.29,0.41,10.8,0.048,55,7
6,0.29,0.41,10.8,0.048,55,7
7.1,0.43,0.25,2.8,0.036,43,6
6.6,0.25,0.25,1.3,0.04,28,6
6.6,0.33,0.41,2,0.027,14,6
8,0.23,0.41,1.1,0.048,35,5
7.3,0.17,0.36,8.2,0.028,44,6
6,0.17,0.33,6,0.036,30,7
6.1,0.16,0.34,6.1,0.034,31,7
7.3,0.17,0.36,8.2,0.028,44,6
6.4,0.31,0.53,8.8,0.057,36,5
6.1,0.16,0.34,6.1,0.034,31,7
6,0.17,0.33,6,0.036,30,7
5.9,0.44,0.33,1.2,0.049,12,5
6.6,0.285,0.49,11.4,0.035,57,6
4.9,0.335,0.14,1.3,0.036,69,5
4.9,0.335,0.14,1.3,0.036,69,5
6,0.28,0.52,6.2,0.028,37,7
5.8,0.35,0.29,3.2,0.034,41,7
5.7,0.21,0.37,4.5,0.04,58,6
6.5,0.25,0.32,9.9,0.045,41,6
6,0.28,0.52,6.2,0.028,37,7
6.6,0.285,0.49,11.4,0.035,57,6
4.7,0.335,0.14,1.3,0.036,69,5
6.8,0.63,0.04,1.3,0.058,25,4
5.6,0.27,0.37,0.9,0.025,11,6
6.8,0.32,0.33,0.7,0.027,15,6
6.5,0.33,0.32,1,0.041,39,6
6,0.24,0.34,1,0.036,52,6
7.2,0.26,0.32,10.4,0.062,23,5
6.8,0.63,0.04,1.3,0.058,25,4
6.7,0.16,0.32,12.5,0.035,18,6
6.7,0.16,0.32,12.5,0.035,18,6
6.7,0.16,0.32,12.5,0.035,18,6
6.7,0.16,0.32,12.5,0.035,18,6
6.9,0.19,0.31,19.25,0.043,38,7
6,0.36,0.32,1.1,0.053,26,5
6.7,0.16,0.32,12.5,0.035,18,6
6.9,0.19,0.31,19.25,0.043,38,7
6.7,0.35,0.32,9,0.032,29,7
6.1,0.15,0.4,1.2,0.03,19,6
6.7,0.35,0.32,9,0.032,29,7
7,0.27,0.74,1.3,0.173,34,6
6.8,0.3,0.33,12.8,0.041,60,5
6.8,0.3,0.33,12.8,0.041,60,5
6.4,0.69,0.09,7.6,0.044,34,6
6.4,0.69,0.09,7.6,0.044,34,6
5.9,0.12,0.28,1.4,0.037,36,7
6.3,0.36,0.5,8.3,0.053,51,6
5.7,0.27,0.16,9,0.053,32,6
6.1,0.22,0.4,1.85,0.031,25,7
5.6,0.205,0.16,12.55,0.051,31,6
7.2,0.33,0.28,1.4,0.034,26,6
5.9,0.21,0.31,1.8,0.033,45,6
5.4,0.33,0.31,4,0.03,27,7
5.4,0.205,0.16,12.55,0.051,31,6
5.7,0.27,0.16,9,0.053,32,6
6.4,0.28,0.28,3,0.04,19,6
6.1,0.22,0.4,1.85,0.031,25,7
6.7,0.15,0.32,7.9,0.034,17,6
5.5,0.315,0.38,2.6,0.033,10,6
4.8,0.225,0.38,1.2,0.074,47,6
5.2,0.24,0.15,7.1,0.043,32,6
6.7,0.15,0.32,7.9,0.034,17,6
6.6,0.27,0.32,1.3,0.044,18,5
6.1,0.32,0.33,10.7,0.036,27,6
6,0.25,0.28,7.7,0.053,37,6
6.4,0.42,0.46,8.4,0.05,58,6
